Relationship,Sentence_Id,Sentence
P,0,"Eleanor and Park is set in Omaha, Nebraska, over the course of the school year from the fall of 1986 to the summer of 1987"
P,1,"The book is in the third person, and the narrative alternates between Eleanor's perspective and Park's perspective"
P,4,"No one wants to make room for her (Eleanor) on the bus, but Park eventually lets her (Eleanor) sit next to him (Douglas)"
P,13,"Fellow tenth-grade Park Sheridan feels like an outsider as well, though, unlike Eleanor, the other kids don't really tease him (Sheridan)"
P,16,"Park's home life is much more welcoming than Eleanor's, since his (Sheridan) parents have a loving relationship and they have a comfortable lifestyle"
P,17,"However, Park faces tensions at home, since his (Sheridan) dad wants him (Sheridan) to be more masculine, and Park always feels like he (Sheridan)'s letting him (Sheridan) down When Eleanor sits down on the bus next to Park, they are both sullen and resentful of the situation, especially since they both know the unspoken social code that once you choose your bus seat, you're locked in to it for the year"
P,19,Eleanor and Park slowly begin to form a connection over the course of their bus rides
P,23,Park and Eleanor become infatuated with each other
P,24,"Park tells Eleanor that he (their) loves her (Eleanor), and Eleanor expresses her (Eleanor) affection in many ways, yet she (Eleanor) doesn't ever say that she (Eleanor) loves him (their) back"
P,25,"Though Eleanor and Park's relationship blossoms, other parts of their lives do not go as well"
P,27,"Park beats up Steve, a bully, for leading taunts against Eleanor"
P,30,Park and Eleanor both display some range of gender expression
P,32,"Park's mom has a tough time accepting Eleanor at first, because Eleanor doesn't care about traditionally feminine beauty standards"
P,33,"But when Park's mom realizes the hardships that Eleanor has been through, she (Eleanor) can relate to her (Eleanor), and she (Eleanor) sees that Eleanor is good for Park"
P,35,"However, when Park sticks up for Eleanor and comes into his (Richie) own as a confident person, Park's dad eventually accepts Park for who he (dad) is"
P,36,"The climax of the story comes when Eleanor returns home one night, just after she (Eleanor) and Park kiss, to find that Richie destroyed her (Eleanor) box of private possessions, which include mix tapes Park had made her (Eleanor) and makeup from Park's mom"
P,40,"Eleanor realizes that the one person she (Eleanor) might be able to live with is her (Eleanor) uncle in Minnesota, and Park immediately offers to drive her (Eleanor) there"
P,41,"Eleanor and Park have a very bittersweet trip, because they know it might be the last time they see each other for a long time"
P,42,"After they part, Park tries sending letters and packages to Eleanor, but she (Eleanor) is too upset to even let herself open them, and she (Eleanor) never replies"
P,44,"At the very end of the novel, Eleanor finally writes Park a postcard that contains just three words"
