Relationship,Sentence_Id,Sentence
P,3,"At the party, Dixon meets Welch's son Bertrand and his (Dixon) girlfriend Christine, who have come up to the country from London"
P,11,Christine unexpectedly find Dixon's dilemma funny and agrees to help him (Dixon)
P,12,Dixon thinks about Christine but does not see her (Christine) again until the college's Summer Ball a couple of weeks later
P,14,Dixon's friend Carol Goldsmith finally convinces Dixon to make a move for Christine by revealing that she (Christine) has been having an affair with Bertrand
P,15,"Dixon rallies his (Dixon) courage and asks Christine, whom Bertrand has been ignoring, to let him (Dixon) take her (Christine) home early"
P,16,Christine agrees and explains to Dixon in the taxi how Bertrand has been mistreating her (Christine)
P,17,"Back at the Welches', Christine and Dixon kiss and agree to see each other in two days"
P,20,"On the day of Dixon's lecture, Bertrand comes to Dixon's room and accuses Dixon of seeing Christine behind his (Dixon) back"
P,29,"Dixon arrives home from this meeting to receive a message from Christine, asking him (Dixon) to meet her (Christine) at the train station before her (Christine) she (Christine) returns to London"
P,30,"Dixon arrives at the station late, but so does Christine"
P,31,Christine tells Dixon that she (Christine) knows of Bertrand's affair with Carol and has broken off their relationship
P,32,Dixon tells Christine that he (Dixon) is through with Margaret
P,33,"Dixon reveals the news about the job offer from Christine's uncle, Gore-Urquhart, and asks to return to London with Christine"
