Relationship,Sentence_Id,Sentence
P,0,"The novel begins in the midst of the love triangle between Violet, Joe and Dorcas"
P,1,Violet and Joe are unhappily married and living together in an apartment in Harlem when Joe falls in love with a seventeen-year old girl named Dorcas
P,2,"Joe and Dorcas meet when Joe comes to Dorcas's aunt's house to sell ladies cosmetics, and their affair lasts from October of 1925 to the first of January 1926"
P,3,"Joe talks with Malvonne, an upstairs neighbor, and negotiates the use of her (Dorcas) empty apartment so that he (Joe) and Dorcas can meet there"
N,5,"Although Joe brings Dorcas presents every time they meet, eventually Dorcas begins to get tired of the older man and starts going out with younger boys, attending parties with her (Dorcas) best friend Felice, and making up excuses so as not to meet with Joe"
N,6,"When Joe finally confronts Dorcas about this, she (Dorcas) cruelly tells him (Joe) that he (Joe) makes her (Dorcas) sick and that he (Joe) should not bother her (Dorcas) any more"
N,8,"Dorcas knows that Joe has not gotten over her (Dorcas) and will come looking for her (Dorcas), so she (Dorcas) is only half-surprised when he (Joe) tracks her (Dorcas) down at the party and sees her (Dorcas) dancing with Acton"
N,9,"Joe, however, brings a gun and shoots Dorcas in the shoulder"
N,11,Everyone knows that Joe shot Dorcas and rumor of their affair begins to spread in the community after the young girl's death
N,14,"In the spring, Joe mourns Dorcas's death and he (Joe) and Violet patch things up in their relationship, mediated in part by their new friendship with Dorcas's best friend, Felice"
N,15,"As the narrator tells the story of Violet, Joe, and Dorcas in Harlem she (Dorcas) follows a stream of associations and digressive details to create a complex web of people, places, and stories extending back to the late nineteenth century"
