Relationship,Sentence_Id,Sentence
P,6,"Jack is in love with Gwendolen Fairfax, the cousin of his (Jack) best friend, Algernon Moncrieff"
N,7,"When the play opens, Algernon, who knows Jack as Ernest, has begun to suspect something, having found an inscription inside Jack's cigarette case addressed to "", ""``Uncle Jack''  (Jack)', 'from someone who refers to herself as ', ""``little Cecily"
N,8,"  (someone)', 'Algernon suspects that Jack may be leading a double life, a practice he (Jack) seems to regard as commonplace and indispensable to modern life"
P,10,"At the beginning of Act I, Jack drops in unexpectedly on Algernon and announces that he (Jack) intends to propose to Gwendolen"
N,11,"Algernon confronts him (Jack) with the cigarette case and forces him (Jack) to come clean, demanding to know who ', ""``Jack''  (him)', 'and ', ""``Cecily''  (him)', 'are"
P,13,Jack also tells Algernon about his (Jack) fictional brother
P,15,"Without meaning to, Jack describes Cecily in terms that catch Algernon's attention and make him (Jack) even more interested in her (Cecily) than he (Jack) is already"
N,22,"In Act II, Algernon shows up at Jack's country estate posing as Jack's brother Ernest"
N,24,He (Jack) is enraged to find Algernon there masquerading as Ernest but has to go along with the charade
P,26,"While Jack changes out of his (Jack) mourning clothes, Algernon, who has fallen hopelessly in love with Cecily, asks her (Cecily) to marry him (Jack)"
P,28,"Algernon is less enchanted to learn that part of Cecily's interest in him (Jack) derives from the name Ernest, which, unconsciously echoing Gwendolen, she (Cecily) says ', ""``inspires absolute confidence"
P,39,"Jack and Algernon arrive toward the climax of this confrontation, each having separately made arrangements with Dr"
P,41,Each of the young ladies points out that the other has been deceived: Cecily informs Gwendolen that her (Cecily) fiancé is really named Jack and Gwendolen informs Cecily that hers is really called Algernon
P,46,"When Jack and Algernon enter from the garden, the two women confront them"
N,47,Cecily asks Algernon why he (Jack) pretended to be her (Cecily) guardian's brother
P,48,Algernon tells her (Cecily) he (Jack) did it in order to meet her (Cecily)
P,51,"However, when Jack and Algernon tell Gwendolen and Cecily that they have both made arrangements to be christened Ernest that afternoon, all is forgiven and the two pairs of lovers embrace"
N,56,"Algernon tells Lady Bracknell of his (Jack) engagement to Cecily, prompting her (Cecily) to inspect Cecily and inquire into her (Cecily) social connections, which she (Cecily) does in a routine and patronizing manner that infuriates Jack"
N,59,"Jack informs Lady Bracknell that, as Cecily's legal guardian, he (Jack) refuses to give his (Jack) consent to her (Cecily) union with Algernon"
P,62,"As soon as she (Bracknell) consents to his (Jack) marriage to Gwendolen, Cecily can have his (Jack) consent to marry Algernon"
P,73,"When Miss Prism confirms that the bag is hers, Jack throws himself on her (Bracknell) with a cry of ', ""``Mother!''  (Jack)', ""It takes a while before the situation is sorted out, but before too long we understand that Jack is not the illegitimate child of Miss Prism but the legitimate child of Lady Bracknell's sister and, therefore, Algernon's older brother"
P,75,"  (Jack)', 'All these years Jack has unwittingly been telling the truth: Ernest is his (Jack) name, as is Jack, and he (Jack) does have an unprincipled younger brother--Algernon"
