Relationship,Sentence_Id,Sentence
P,38,"But one night, August 4, 1913, Florence sees Edward in the park alone at night with his (Edward) young ward, Nancy"
P,43,"But Edward, too, is in love with her (Nancy)"
P,44,"Nancy, who has recently left convent school, admires her (Nancy) uncle immensely for his (Edward) heroic deeds and she (Nancy) assumes he (Edward) and Leonora have a healthy marriage; she (Leonora) is not in love with him (Edward) in the same way"
P,45,"After Florence's death, Leonora, Edward, and Nancy all return to Branshaw Manor in England"
P,46,"There, Leonora has a nervous breakdown, since she (Leonora) surmises that Edward is in love with Nancy"
N,51,She (Leonora) sees that the small amount of sexual morality that her (Leonora) husband possesses will keep him (Edward) from starting an affair with Nancy
N,52,She (Nancy) has a breakdown and tells Nancy what a terrible husband Edward is
N,54,"Dowell says that together, Leonora and Nancy begin to slowly torture of Edward"
P,55,He (Edward) suffers greatly and plans for Nancy to travel to India to live with her (Nancy) father
N,57,Edward is crushed; all he (Edward) desires is to have her (Nancy) worship him (Edward) from afar
