Relationship,Sentence_Id,Sentence
P,1,"However, his (Archer) world is thrown upside down by the sensational arrival of May's cousin, Countess Ellen Olenska"
P,9,"While Archer supports her (Olenska) desire for freedom, he (Archer) feels compelled to act on behalf of the Mingott family and persuade Ellen to remain married"
P,10,"At a friend's cottage near Hudson, Archer realizes that he (Archer) is in love with Ellen"
P,11,"He (Archer) abruptly leaves the next day for Florida, where he (Archer) is reunited with May and her (Ellen) parents, who are there on vacation"
P,14,Archer reassures May that he (Archer) is in love with her (Ellen)
P,15,"Back in New York, Archer calls on Ellen, and Archer admits that he (Archer) is in love with her (Ellen)"
N,18,"Over time, Archer's memory of Ellen fades to a wistful image"
P,19,"But on vacation in Newport, he (Archer) is reunited with her (Ellen), and Ellen promises not to return to Europe as long as she (Ellen) and Newland do not act upon their love for each other"
P,20,"Back in New York, Archer learns that Count Olenski wants his (Archer) wife to return to him (Archer) and that Ellen has refused"
P,22,She (Ellen) and Archer agree to consummate their affair
P,24,"May throws a farewell party for Ellen, and after the guests leave, May announces to Archer that she (Ellen) is pregnant and that she (Ellen) told Ellen her (Ellen) news two weeks earlier"
