Relationship,Sentence_Id,Sentence
P,0,"Glengarry Glen Ross is the story of four Chicago salesmen--Levene, Roma, Moss, and Aaronow--and their supervisor, Williamson, who work together selling undesirable real estate at inflated prices"
P,27,"This leads to a confrontation between Moss and Roma, in which Roma stands up for Levene and Moss accuses Roma of thinking he (Moss) is the ruler of the office just because he (Moss) happens to be on a hot sales streak"
P,30,"Knowing what Lingk has come for, Roma enlists Levene to pretend to be an important business client who needs to be rushed to the airport immediately"
P,31,"Roma pretends that he (Levene) does not have time to talk to Lingk, but that he (Levene) will get together with him (Levene) to discuss the contract on Monday--when, as both Roma and Lingk know, it will be too late for Lingk to cancel the deal legally"
P,32,"Lingk does not want to disappoint Roma, but he (Levene) is more afraid of disappointing his (Levene) wife"
P,33,"Roma promises Lingk that he (Levene) has nothing to worry about, as the contract has not been filed yet"
P,34,"Roma is about to take Lingk out, to comfort him (Levene) and try to save the deal, when Williamson, erroneously thinking that Lingk is upset by the disarray of the office, tries to help by reassuring him (Williamson) that his (Williamson) contract has indeed been filed last night"
P,39,Levene picks up insulting Williamson where Roma left off
P,46,Roma comes out of his (Levene) interrogation
N,49,"When Levene is out of earshot, Roma tells Williamson that from now on, Roma will earn fifty percent of Levene's commissions, on top of the one hundred percent of his (Levene) own"
N,50,"We see, then, that even Roma's kindness to Levene has been a scam all along"
