Relationship,Sentence_Id,Sentence
P,2,"Weston, a village widower, Emma takes it upon herself to find an eligible match for her (Emma) new friend, Harriet Smith"
P,3,"Though Harriet's parentage is unknown, Emma is convinced that Harriet deserves to be a gentleman's wife and sets her (Harriet) friend's sights on Mr"
P,5,"Meanwhile, Emma persuades Harriet to reject the proposal of Robert Martin, a well-to-do farmer for whom Harriet clearly has feelings"
P,7,"Elton under Emma's encouragement, but Emma's plans go awry when Elton makes it clear that his (Elton) affection is for Emma, not Harriet"
N,8,Emma realizes that her (Emma) obsession with making a match for Harriet has blinded her (Harriet) to the true nature of the situation
P,15,"Elton, spurned by Emma and offended by her (Emma) insinuation that Harriet is his (Elton) equal, leaves for the town of Bath and marries a girl there almost immediately"
P,16,Emma is left to comfort Harriet and to wonder about the character of a new visitor expected in Highbury--Mr
N,32,"Everyone assumes that Frank and Emma are forming an attachment, though Emma soon dismisses Frank as a potential suitor and imagines him (Frank) as a match for Harriet"
P,33,"At a village ball, Knightley earns Emma's approval by offering to dance with Harriet, who has just been humiliated by Mr"
P,36,"When Harriet tells Emma that she (Emma) has fallen in love with a man above her (Emma) social station, Emma believes that she (Emma) means Frank"
P,43,"Emma worries that Harriet will be crushed, but she (Emma) soon discovers that it is Knightley, not Frank, who is the object of Harriet's affection"
N,45,"Emma finds herself upset by Harriet's revelation, and her (Emma) distress forces her (Emma) to realize that she (Emma) is in love with Knightley"
P,47,"Harriet is soon comforted by a second proposal from Robert Martin, which she (Emma) accepts"
