Relationship,Sentence_Id,Sentence
P,0,"The play begins with the brief appearance of a trio of witches and then moves to a military camp, where the Scottish King Duncan hears the news that his (Duncan) generals, Macbeth and Banquo, have defeated two separate invading armies--one from Ireland, led by the rebel Macdonwald, and one from Norway"
P,4,"The witches vanish, and Macbeth and Banquo treat their prophecies skeptically until some of King Duncan's men come to thank the two generals for their victories in battle and to tell Macbeth that he (King) has indeed been named thane of Cawdor"
P,6,"Macbeth is intrigued by the possibility that the remainder of the witches' prophecy--that he (Duncan) will be crowned king--might be true, but he (Duncan) is uncertain what to expect"
P,7,"He (Duncan) visits with King Duncan, and they plan to dine together at Inverness, Macbeth's castle, that night"
P,8,"Macbeth writes ahead to his (Duncan) wife, Lady Macbeth, telling her (Macbeth) all that has happened"
N,10,She (Macbeth) desires the kingship for him (husband) and wants him (husband) to murder Duncan in order to obtain it
N,12,"He (husband) and Lady Macbeth plan to get Duncan's two chamberlains drunk so they will black out; the next morning they will blame the murder on the chamberlains, who will be defenseless, as they will remember nothing"
N,13,"While Duncan is asleep, Macbeth stabs him (Duncan), despite his (Duncan) doubts and a number of supernatural portents, including a vision of a bloody dagger"
N,14,"When Duncan's death is discovered the next morning, Macbeth kills the chamberlains--ostensibly out of rage at their crime--and easily assumes the kingship"
N,16,"Fearful of the witches' prophecy that Banquo's heirs will seize the throne, Macbeth hires a group of murderers to kill Banquo and his (Duncan) son Fleance"
N,18,"Macbeth becomes furious: as long as Fleance is alive, he (Duncan) fears that his (Duncan) power remains insecure"
N,20,"When he (Duncan) sees the ghost, Macbeth raves fearfully, startling his (Duncan) guests, who include most of the great Scottish nobility"
N,21,"Lady Macbeth tries to neutralize the damage, but Macbeth's kingship incites increasing resistance from his (Duncan) nobles and subjects"
N,23,"There, they show him (Duncan) a sequence of demons and spirits who present him (Duncan) with further prophecies: he (Duncan) must beware of Macduff, a Scottish nobleman who opposed Macbeth's accession to the throne; he (Duncan) is incapable of being harmed by any man born of woman; and he (Duncan) will be safe until Birnam Wood comes to Dunsinane Castle"
N,27,"Prince Malcolm, Duncan's son, has succeeded in raising an army in England, and Macduff joins him (Duncan) as he (Duncan) rides to Scotland to challenge Macbeth's forces"
N,30,"Before Macbeth's opponents arrive, Macbeth receives news that she (Macbeth) has killed herself, causing him (Duncan) to sink into a deep and pessimistic despair"
