Relationship,Sentence_Id,Sentence
P,0,"Grant Wiggins has been teaching on a plantation outside Bayonne, Louisiana, for several years when a slow-witted man named Jefferson is convicted of murder and sentenced to death"
P,11,"He (Grant) deplores the injustices done to his (Grant) fellow black men, but he (Grant) does not want to get involved in Jefferson's case"
P,13,"Grant, Miss Emma, and Grant's aunt go to visit Jefferson in his (Jefferson) cell, and they discover that he (Jefferson) too heard the lawyer's words and has taken them to heart"
P,14,"Silent and moody, Jefferson resists Grant's feeble attempts to reach him (Jefferson)"
P,16,"During the next few visits, Jefferson continues to frustrate Grant's attempts to communicate"
P,17,"When Grant attempts to teach Jefferson about dignity, Jefferson insists that dignity is for "", ""``youmans,''  (Jefferson)', 'not hogs"
P,18,"He (Jefferson) eats and snuffles in imitation of a hog and tries to anger Grant with stubbornness and malice, but Grant maintains his (Grant) patience"
P,19,"Each hour-long visit ends in failure, but Grant continues to try to reach Jefferson"
P,20,"On his (Grant) fourth visit, Grant sparks a conversation with Jefferson about his (Jefferson) final meal"
P,23,Grant borrows money from some townspeople and buys Jefferson a small radio
P,25,"Jefferson promises to do so, and by Grant's next visit, Jefferson has filled most of a page with thoughts concerning the difference between hogs and men"
P,26,Grant's relationships with his (Jefferson) girlfriend Vivian and with Reverend Ambrose begin to intensify
P,29,"The Reverend Ambrose, himself unable to reach Jefferson, urges Grant to put aside his (Jefferson) atheistic beliefs and help save not just Jefferson's character, but his (Jefferson) soul"
P,31,Grant focuses his (Grant) energy on Jefferson and tries to explain the importance of Jefferson's death
P,32,"Jefferson asks Grant if he (Jefferson) believes in heaven and Grant replies that he (Grant) does not, although he (Grant) qualifies this remark by saying that his (Grant) atheism does not make him (Grant) a good man"
P,33,"In fact, Grant says, Jefferson will save even Grant's atheistic soul if he (Jefferson) carries the cross for the sinners on earth"
P,34,"Grant explains that the black community in the quarter has spent centuries enslaved to white men, and that when Jefferson's attorney called him (Jefferson) a hog, he (Jefferson) attacked the will and intelligence of the entire black society"
P,41,The onslaught of attention makes Jefferson begin to understand the enormity of the task that Grant has given him (Grant)
P,43,"Elated by Jefferson's progress, Grant nevertheless dreads the execution day, when that progress will be tested"
P,44,"Grant cannot bring himself to attend the execution, for he (Grant) has grown very close to Jefferson"
P,49,He (Grant) assures Grant that Jefferson was the bravest man in the room that morning
