Relationship,Sentence_Id,Sentence
N,6,"In Book One, Reuven's high school softball team plays against Danny's yeshiva team in a Sunday game"
N,7,Tension quickly develops as the Hasidic team insults the faith of Reuven and his (Danny) teammates
N,10,"Danny smacks a line drive at Reuven that hits him (Danny) in the eye, shattering his (Danny) glasses and nearly blinding him (Danny)"
N,11,"Reuven is rushed to the hospital, where he (Danny) spends a week recuperating"
P,13,"Danny visits Reuven in the hospital to ask his (Danny) forgiveness, and a tenuous friendship begins"
P,19,Book Two focuses on the rest of Reuven and Danny's time in high school
P,20,Reuven begins spending Shabbat afternoons at Danny's house
P,21,"On their first Sabbath together, Danny introduces Reuven to his (Danny) father, Rabbi Isaac Saunders"
N,22,Reuven witnesses a strange ritual: Reb Saunders quizzes Danny in public during their congregation's Sabbath meal
P,25,Danny and Reuven begin spending most afternoons together in the library and Saturdays studying Talmud with Reb Saunders
N,27,"Except for discussions of Talmud, Danny's father never speaks to him (Danny) directly, though he (Danny) begins to use Reuven as an indirect means of talking to his (Danny) son"
P,28,"Outside of the shul, Danny and Reuven spend almost all their free time together and have many conversations"
P,34,"While there, Danny and Reuven talk a great deal, and Reuven learns that Danny plans to study Freudian psychoanalysis instead of inheriting his (Danny) father's position in the Hasidic community"
P,37,Book Three chronicles the experiences of Reuven and Danny at Samson Raphael Hirsch Seminary and College
P,39,"Meanwhile, Reuven decides that he (Danny) is firmly committed to becoming a rabbi"
P,40,"Reuven is also worried about his (Danny) father, whose health is rapidly deteriorating in part due to his (Danny) frenetic Zionist activity"
P,41,"In school, Danny continues to be frustrated by the psychology curriculum, but Reuven convinces Danny to discuss his (Danny) differences with his (Danny) psychology professor, and the resulting conversation is very productive for Danny"
P,42,"With the help of Reuven's tutelage in mathematics, Danny comes to appreciate the value of the experimental method"
N,44,"After David Malter gives a highly publicized pro-Zionist speech at Madison Square Garden, Reb Saunders, who is staunchly anti-Zionist, forbids Danny from speaking to Reuven"
P,47,"Yet Reuven misses Danny's friendship terribly, especially after Reuven's father suffers a second heart attack"
P,48,"As David Malter recovers, Reuven rigorously studies the Talmud and dazzles the entire class--including Danny--with one particularly brilliant classroom display of knowledge"
P,50,"Finally, during Reuven and Danny's third year of college, after the United Nations officially declares the creation of the State of Israel and after it becomes clear that Israel will triumph in its battles against the Arabs, Reb Saunders relents and allows the two boys to speak to each other again"
P,51,Danny and Reuven quickly resume their intense friendship
P,52,"Over the summer, Reuven returns to Danny's shul, goes to Danny's sister's wedding, and sees Reb Saunders again"
N,53,"Reuven still harbors anger toward Danny's father, and ignores the older man's invitation to a Sabbath Talmud discussion"
P,54,"During the boys' final year at college, Reuven sees Reb Saunders while attending Danny's brother's Bar Mitzvah, and again the rabbi invites Reuven over"
N,57,"One night, after a discussion with his (Danny) father, Reuven realizes that Reb Saunders is asking him (Saunders) to come over so he (Saunders) can indirectly talk to Danny"
P,58,"Reuven goes to their house, and Reb Saunders, using Reuven as a buffer to speak to Danny, finally explains why he (Danny) raised Danny in silence"
P,62,"He (Danny) apologizes to Reuven for separating the two boys, and he (Danny) apologizes to Danny for raising him (Danny) in silence"
