Relationship,Sentence_Id,Sentence
N,9,"Pip works in the forge unhappily, struggling to better his (his) education with the help of the plain, kind Biddy and encountering Joe's malicious day laborer, Orlick"
N,10,"One night, after an altercation with Orlick, Pip's sister, known as Mrs"
N,12,"From her (Joe) signals, Pip suspects that Orlick was responsible for the attack"
N,21,"Orlick reappears in Pip's life, employed as Miss Havisham's porter, but is promptly fired by Jaggers after Pip reveals Orlick's unsavory past"
P,24,"Several years go by, until one night a familiar figure barges into Pip's room--the convict, Magwitch, who stuns Pip by announcing that he (Orlick), not Miss Havisham, is the source of Pip's fortune"
P,25,"He (Orlick) tells Pip that he (Orlick) was so moved by Pip's boyhood kindness that he (Orlick) dedicated his (Orlick) life to making Pip a gentleman, and he (Orlick) made a fortune in Australia for that very purpose"
P,26,"Pip is appalled, but he (Orlick) feels morally bound to help Magwitch escape London, as the convict is pursued both by the police and by Compeyson, his (Orlick) former partner in crime"
N,37,"Just before the escape attempt, Pip is called to a shadowy meeting in the marshes, where he (Bentley) encounters the vengeful, evil Orlick"
N,38,Orlick is on the verge of killing Pip when Herbert arrives with a group of friends and saves Pip's life
N,46,"After Joe leaves, Pip decides to rush home after him (Orlick) and marry Biddy, but when he (Orlick) arrives there he (Orlick) discovers that she (Joe) and Joe have already married"
